Name,Website,Office,State,Campaign Facebook,Campaign Twitter,Personal Facebook,Personal Twitter,Email address,Direct Mail
Suzanne Bonamici,http://www.bonamiciforcongress.com/,U.S. House,Oregon,http://www.facebook.com/suzannebonamici,,https://www.facebook.com/CongresswomanBonamici/,https://www.twitter.com/repbonamici,info@bonamiciforcongress.com,mailto:info@bonamiciforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Qasim Rashid,https://rashidforva.com/,U.S. House,Virginia,,https://www.twitter.com/qasimrashid,,,,
Jillian Freeland,https://jillianfreeland.com/,U.S. House,Colorado,https://www.facebook.com/FreelandCO5,https://www.twitter.com/FreelandCO5,https://www.facebook.com/jillian.freeland.7?fref=mentions,,,
Rudy Soto,https://rudysoto.us/,U.S. House,Idaho,https://www.facebook.com/RudyForCongress/,https://www.twitter.com/Rudy4Congress,https://www.facebook.com/RudySoto.US,,,
Aaron Swisher,http://swisherforidaho.com,U.S. House,Idaho,https://www.facebook.com/SwisherforIdaho/,https://www.twitter.com/SwisherforIdaho,,,swisherforidaho@gmail.com,mailto:swisherforidaho@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Diane Mitsch Bush,http://www.dianeforcolorado.com/,U.S. House,Colorado,https://www.facebook.com/RepDMB/,https://www.twitter.com/RepDMB,https://www.facebook.com/DianeMitschBush,,diane@dianeforcolorado.com,mailto:diane@dianeforcolorado.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
James Clyburn,https://clyburnforcongress.com/,U.S. House,South Carolina,https://www.facebook.com/jameseclyburn,https://www.twitter.com/ClyburnSC06,https://www.facebook.com/WhipClyburn/,https://www.twitter.com/WhipClyburn,info@clyburnforcongress.com,mailto:info@clyburnforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Elaine Luria,https://elaineforcongress.com,U.S. House,Virginia,https://www.facebook.com/ElaineforCongress/,https://www.twitter.com/ElaineLuriaVA,https://www.facebook.com/RepElaineLuria,https://www.twitter.com/RepElaineLuria,teamelaine@elaineforcongress.com,mailto:teamelaine@elaineforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Don Beyer,https://friendsofdonbeyer.com,U.S. House,Virginia,https://www.facebook.com/FriendsofDonBeyer/,https://www.twitter.com/DonBeyerVA,https://www.facebook.com/donald.s.beyer.1,https://www.twitter.com/RepDonBeyer,don@friendsofdonbeyer.com,mailto:don@friendsofdonbeyer.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Isaac McCorkle,https://ike4co.com/,U.S. House,Colorado,https://www.facebook.com/Ike4CO/,https://www.twitter.com/ike4co,,,campaign@ike4co.com,mailto:campaign@ike4co.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Donald McEachin,https://donaldmceachin.com/,U.S. House,Virginia,https://www.facebook.com/donaldmceachinva/,https://www.twitter.com/Donald_McEachin,https://www.facebook.com/RepMcEachin/,https://www.twitter.com/RepMcEachin,info@mceachinforcongress.com,mailto:info@mceachinforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Joe Neguse,https://www.joeneguseforcongress.com/,U.S. House,Colorado,https://www.facebook.com/joeneguseforcongress/,https://www.twitter.com/JoeNeguse,https://www.facebook.com/RepJoeNeguse/,https://www.twitter.com/RepJoeNeguse,info@joeneguseforcongress.com,mailto:info@joeneguseforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Patricia Ackerman,https://www.ackerman4congress.com/,U.S. House,Nevada,https://www.facebook.com/ackerman4congress,https://www.twitter.com/PAckermanNV,,,patricia@ackerman4congress.com,mailto:patricia@ackerman4congress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Susie Lee,http://susieleeforcongress.com,U.S. House,Nevada,https://www.facebook.com/susieleenv/,https://www.twitter.com/SusieLeeNV,https://www.facebook.com/RepSusieLee/,https://www.twitter.com/RepSusieLee,info@susieleeforcongress.com,mailto:info@susieleeforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Mikie Sherrill,https://www.mikiesherrill.com/,U.S. House,New Jersey,https://www.facebook.com/pg/MikieSherrillForCongress,https://www.twitter.com/mikiesherrill,https://www.facebook.com/mikie.sherrill.54,https://www.twitter.com/RepSherrill,info@mikiesherrill.com,mailto:info@mikiesherrill.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Tom Malinowski,https://malinowskifornj.com/,U.S. House,New Jersey,https://www.facebook.com/malinowskifornj/,https://www.twitter.com/Malinowski,https://www.facebook.com/tom.malinowski.3,https://www.twitter.com/RepMalinowski,team@malinowskifornj.com,mailto:team@malinowskifornj.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Bobby Scott (Virginia),http://bobbyscottforcongress.com/,U.S. House,Virginia,https://www.facebook.com/bobbyscottforcongress/,https://www.twitter.com/bobbyscott4va3,https://www.facebook.com/RepBobbyScott/,https://www.twitter.com/bobbyscott,Williamson_S@BobbyScottforCongress.com,mailto:Williamson_S@BobbyScottforCongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Bonnie Watson Coleman,https://www.bonnieforcongress.com/,U.S. House,New Jersey,https://www.facebook.com/bwcforcongress/,https://www.twitter.com/Bonnie4Congress,https://www.facebook.com/bonnie.watsoncoleman,https://www.twitter.com/RepBonnie,,
Donald Payne Jr.,https://www.paynejr4congress.com,U.S. House,New Jersey,,,https://www.facebook.com/dee.payne.5815,https://www.twitter.com/RepDonaldPayne,paynejr4congress@gmail.com,mailto:paynejr4congress@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Stephanie Schmid,https://www.stephaniefornewjersey.com/,U.S. House,New Jersey,https://www.facebook.com/stephaniefornewjersey/,https://www.twitter.com/StephLSchmid,https://www.facebook.com/stephanie.laura.schmid,https://www.twitter.com/slsnator,,
Diana DeGette,https://degette.com,U.S. House,Colorado,http://www.facebook.com/degette,https://www.twitter.com/DeGette5280,https://www.facebook.com/diana.degette.5,https://www.twitter.com/RepDianaDeGette,shawn@degette.com,mailto:shawn@degette.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Josh Gottheimer,http://josh4congress.com/,U.S. House,New Jersey,https://www.facebook.com/josh4congress,https://www.twitter.com/JoshGottheimer,https://www.facebook.com/RepJoshG/,https://www.twitter.com/RepJoshG,info@josh4congress.com,mailto:info@josh4congress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Dina Titus,http://www.dinatitus.com/,U.S. House,Nevada,https://www.facebook.com/titusforcongress,https://www.twitter.com/dinatitus,https://www.facebook.com/CongresswomanTitus/,https://www.twitter.com/repdinatitus,info@dinatitus.com,mailto:info@dinatitus.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Kiani Gardner,https://kianigardner.com/,U.S. House, ,https://www.facebook.com/VoteKiani/,https://www.twitter.com/KianiGardner,,,contact@kianigardner.com,mailto:contact@kianigardner.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Phyllis Harvey-Hall,http://harveyhall2congress.com/,U.S. House, ,https://www.facebook.com/HarveyHallforHouse/,https://www.twitter.com/PhyllisDHHall,https://www.facebook.com/campaignforphyllisharveyhall,,campaignforphyllisharveyhall@gmail.com,mailto:campaignforphyllisharveyhall@gmail.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
James Averhart,https://jamesaverhart.com/,U.S. House, ,https://www.facebook.com/AverhartForCongress/,https://www.twitter.com/JAverhart2020,https://www.facebook.com/james.averhart.35,,info@jamesaverhart.com,mailto:info@jamesaverhart.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Bill Pascrell,https://billpascrell.com/,U.S. House,New Jersey,https://www.facebook.com/PascrellForNJ/,https://www.twitter.com/pascrellfornj,https://www.facebook.com/pascrell,https://www.twitter.com/BillPascrell,teampascrell@pascrellforcongress.com,mailto:teampascrell@pascrellforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Andrew Kim (New Jersey),https://andykimforcongress.com/,U.S. House,New Jersey,https://www.facebook.com/AndyKimNJ/,https://www.twitter.com/AndyKimNJ,https://www.facebook.com/RepAndyKimNJ/,https://www.twitter.com/RepAndyKimNJ,info@andykimforcongress.com,mailto:info@andykimforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Amy Kennedy,https://amykennedyforcongress.com,U.S. House,New Jersey,https://www.facebook.com/Amy-Kennedy-100318944827269/,https://www.twitter.com/AmyKennedy715,,,info@amykennedyforcongress.com,mailto:info@amykennedyforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Albio Sires,https://www.albiosiresnj.com/,U.S. House,New Jersey,https://www.facebook.com/albiosiresnj/,https://www.twitter.com/AlbioSiresNJ,https://www.facebook.com/RepAlbioSires/,https://www.twitter.com/RepSires,,
Donald Norcross,https://www.donaldnorcrossforcongress.com/,U.S. House,New Jersey,https://www.facebook.com/DNforC/,https://www.twitter.com/DonNorcross4NJ,https://www.facebook.com/DonaldNorcrossNJ,https://www.twitter.com/DonaldNorcross,info@donaldnorcrossforcongress.com,mailto:info@donaldnorcrossforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Frank Pallone,https://www.pallonefornewjersey.com/,U.S. House,New Jersey,https://www.facebook.com/PalloneForNJ,https://www.twitter.com/pallonefornj,https://www.facebook.com/RepFrankPallone/,https://www.twitter.com/frankpallone,,
Jahana Hayes,https://www.jahanahayes.com/,U.S. House,Connecticut,https://www.facebook.com/jahanahayesct/,https://www.twitter.com/JahanaHayesCT,https://www.facebook.com/profile.php?id=100011062602605,https://www.twitter.com/RepJahanaHayes,info@jahanahayes.com,mailto:info@jahanahayes.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Mary Brannon,,U.S. House,Oklahoma,https://www.facebook.com/Brannon4Congress/,https://www.twitter.com/ElectBrannon,https://www.facebook.com/mary.brannon.10,,info@electbrannon.com,mailto:info@electbrannon.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Kendra Horn,http://www.kendrahornforcongress.com,U.S. House,Oklahoma,https://www.facebook.com/KendraHornForCongress,https://www.twitter.com/HornForCongress,https://www.facebook.com/kendrasuehorn,https://www.twitter.com/RepKendraHorn,info@kendrahorn.com,mailto:info@kendrahorn.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Zoe Ann Midyett,https://www.midyett2020.com/,U.S. House,Oklahoma,https://www.facebook.com/Midyett2020/,https://www.twitter.com/ZoeCongress2020,,,,
Debbie Mucarsel-Powell,https://debbie2018.com,U.S. House,Florida,http://www.facebook.com/debbieforfl,https://www.twitter.com/debbieforfl,https://www.facebook.com/debbie.mucarselpowell,https://www.twitter.com/repdmp,info@debbieforcongress.com,mailto:info@debbieforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Jim Himes,https://www.himesforcongress.com/,U.S. House,Connecticut,http://www.facebook.com/himesforcongress,https://www.twitter.com/jahimes,,,teamhimes@himesforcongress.com,mailto:teamhimes@himesforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Rosa DeLauro,,U.S. House,Connecticut,http://www.facebook.com/RosaDelauro,,https://www.facebook.com/CongresswomanRosaDeLauro,,,
Donna Shalala,https://donnashalala.com/,U.S. House,Florida,https://www.facebook.com/donnashalalaforcongress/,https://www.twitter.com/donnashalala,https://www.facebook.com/RepShalala/,https://www.twitter.com/RepShalala,info@donnashalala.com,mailto:info@donnashalala.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Joe Courtney,http://www.joecourtney.com/,U.S. House,Connecticut,http://www.facebook.com/CourtneyforCongress,https://www.twitter.com/joecourtneyct,https://www.facebook.com/joecourtney/,https://www.twitter.com/repjoecourtney,info@JoeCourtney.com,mailto:info@JoeCourtney.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Kara Eastman,http://eastmanforcongress.com,U.S. House,Nebraska,https://www.facebook.com/eastmanforcongress/,https://www.twitter.com/karaforcongress,https://www.facebook.com/karaheastman,,kara@eastmanforcongress.com,mailto:kara@eastmanforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Andy Ruff,https://www.andyruff.org/,U.S. House,Indiana,https://www.facebook.com/andyruff4congress/,https://www.twitter.com/AndyRuffIN9,https://www.facebook.com/andy.ruff.90,,,
