Name,Website,Office,State,Campaign Facebook,Campaign Twitter,Personal Facebook,Personal Twitter,Email address,Direct Mail
Sarah Hammond,https://www.sarahforus.com,U.S. House,Pennsylvania,https://www.facebook.com/SarahforUs/,https://www.twitter.com/sarahforus,https://www.facebook.com/sarah.hammond.752,,info@sarahforus.com,mailto:info@sarahforus.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Laura Quick,https://www.quickforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/QuickForCongress/,https://www.twitter.com/electlauraquick,,,,
Gary Wegman,http://garywegmanforcongress.com/,U.S. House,Pennsylvania,http://www.facebook.com/garywegmanforcongress,https://www.twitter.com/DrGaryWegman,,,,
Dutch Ruppersberger,https://www.dutchforcongress.com/,U.S. House,Maryland,http://www.facebook.com/DutchForCongress,https://www.twitter.com/GoDutchForMD,https://www.facebook.com/RepDutchRuppersberger,https://www.twitter.com/Call_Me_Dutch,godutch@dutchforcongress.com,mailto:godutch@dutchforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Eugene DePasquale,https://eugeneforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/DePasqualePA,https://www.twitter.com/DePasqualePA,https://www.facebook.com/eugene.depasquale.3,,info@eugeneforcongress.com,mailto:info@eugeneforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Michael Doyle (Pennsylvania Congress),http://mikedoyleforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/Mike-Doyle-For-Congress-158431724174341/,https://www.twitter.com/rep_doyle,https://www.facebook.com/usrepmikedoyle/,https://www.twitter.com/USRepMikeDoyle,,
John Sarbanes,https://www.johnsarbanes.com/,U.S. House,Maryland,http://www.facebook.com/JSarbanes,https://www.twitter.com/JohnSarbanes,https://www.facebook.com/RepSarbanes,https://www.twitter.com/RepSarbanes,john@johnsarbanes.com,mailto:john@johnsarbanes.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Susan Wild,https://wildforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/wildforcongress/,https://www.twitter.com/wildforcongress,https://www.facebook.com/SuzyEsq,https://www.twitter.com/RepSusanWild,info@wildforcongress.com,mailto:info@wildforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Madeleine Dean,https://www.mad4pa.com,U.S. House,Pennsylvania,https://www.facebook.com/Mad4PA/,https://www.twitter.com/MadeleineDean,https://www.facebook.com/madeleine.dean.37,https://www.twitter.com/RepDean,info@mad4pa.com,mailto:info@mad4pa.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Skylar Hurwitz,https://www.skylarforcongress.com,U.S. House,Pennsylvania,https://www.facebook.com/skylarforcongress,https://www.twitter.com/skylar4congress,,https://www.twitter.com/CryptoDemetrius,,
Chrissy Houlahan,http://www.chrissyhoulahanforcongress.com,U.S. House,Pennsylvania,https://www.facebook.com/HoulahanForPA/,https://www.twitter.com/houlahanforpa,https://www.facebook.com/RepChrissyHoulahan/,https://www.twitter.com/rephoulahan,,
Matt Cartwright,http://www.cartwrightcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/cartwrightpa/,https://www.twitter.com/cartwrightpa,https://www.facebook.com/CongressmanMattCartwright,https://www.twitter.com/RepCartwright,info@cartwrightforcongress.com,mailto:info@cartwrightforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Jeff Lewis (West Virginia),http://jefflewisforcongress.com/,U.S. House,West Virginia,,,,,,
Dwight Evans,https://www.dwightevans.com/,U.S. House,Pennsylvania,https://www.facebook.com/DwightEvansPA/,https://www.twitter.com/DwightEvansPA,https://www.facebook.com/RepDwightEvans/,https://www.twitter.com/RepDwightEvans,info@dwightevans.com,mailto:info@dwightevans.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Christina Finello,https://www.finelloforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/FinelloForCongress/,https://www.twitter.com/FinelloForPA,https://www.facebook.com/christina.finello,,info@finelloforcongress.com,mailto:info@finelloforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Natalie Cline (West Virginia),https://www.natalieclineforcongress.com/,U.S. House,West Virginia,https://www.facebook.com/NatalieClineForCongress/,https://www.twitter.com/NatalieClineWV,,,,
Mark J. Powell (Indiana),https://pastorpowellforcongress.webs.com/,U.S. House,Indiana,,https://www.twitter.com/markjpowell2,https://www.facebook.com/pastormarkpowell,,,
Mary Gay Scanlon,https://www.scanlonforcongress.com/,U.S. House,Pennsylvania,https://www.facebook.com/scanlonforcongress/,https://www.twitter.com/marygayscanlon,https://www.facebook.com/RepMGS/,https://www.twitter.com/repmgs,info@scanlonforcongress.com,mailto:info@scanlonforcongress.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Paul Davis (West Virginia),http://pauledavisforcongress.com/,U.S. House,West Virginia,https://www.facebook.com/pauledavis4ushouse/,,https://www.facebook.com/pedavis38,,,
Tom Payne (West Virginia),,U.S. House,West Virginia,,,https://www.facebook.com/RThomasPayne,,,
D. Liam Dorris,https://dorris2020.com/,U.S. House,Indiana,https://www.facebook.com/DLiamDorris/,https://www.twitter.com/dliamdorris,https://www.facebook.com/liam.dorris.16,,,
Brendan Boyle,http://voteboyle.com/,U.S. House,Pennsylvania,https://www.facebook.com/brendan.boyle.7165/,https://www.twitter.com/RepBrendanBoyle,https://www.facebook.com/CongressmanBoyle/,https://www.twitter.com/CongBoyle,brendan@voteboyle.com,mailto:brendan@voteboyle.com?subject=Please%20take%20Ballotpedia%27s%20candidate%20survey&body=I%20saw%20you%20have%20not%20yet%20completed%20Ballotpedia's%20candidate%20survey.%20This%20survey%20aims%20to%20both%20enlighten%20voters%20on%20the%20core%20components%20of%20your%20political%20philosophy%20and%20provide%20you%20the%20chance%20to%20show%20who%20you%20really%20are%E2%80%94to%20reveal%20both%20the%20policies%20and%20the%20person.%0A%0APlease%20complete%20the%20survey%20here%20so%20voters%20can%20learn%20more%20about%20you%3A%20https%3A//ballotpedia.org/Survey
Brandon Hood,http://hood2020.com/,U.S. House,Indiana,https://www.facebook.com/ElectBrandonHood/,https://www.twitter.com/HoodforCongress,https://www.facebook.com/brandon.w.hood,,,
Cathy Kunkel,https://kunkelforcongress.com/,U.S. House,West Virginia,https://www.facebook.com/Kunkel4Congress/,https://www.twitter.com/Kunkel4Congress,,,,
Mike Webster (Indiana congressional candidate),https://mikewebsterforcongress.com/,U.S. House,Indiana,,https://www.twitter.com/mwebforcongress,https://www.facebook.com/michael.webster.982292,,,
James OGabhann III,http://www.electogabhann.com/,U.S. House,Indiana,,,,,,
